company,razon_corriente,prueba_acida,endeudamiento,endeudamiento_a_largo_plazo,covertura_de_intereses,ROA,ROE,rotacion_activos,rotacion_inventario,variacion
boeing-co,0.15278254949411224,0.00987615526560568,0.9614050850176157,0.4637374527847514,0.019320184660058432,0.17125163755452294,0.7528650067003069,0.18384072988056185,0.0016427647279545954,0.0
boeing-co,0.13459332934525908,0.006878593888364308,0.9797142482413093,0.41394011516043805,0.018987185112245137,0.1643529172029652,0.755477554545083,0.21425813460930085,0.0017718613796830728,1.0
boeing-co,0.12262006609440927,0.0,0.9846873053443674,0.37869207816105277,0.020930959158196177,0.1887023787167115,0.7388495689322235,0.28187628634418016,0.002028160466206606,0.0
caterpillar,0.2452084029995395,0.1502813732699162,0.5433016762796129,0.3530334431713943,0.041363539896776935,0.2784665570814741,0.7447845890942193,0.4775556965978558,0.007611890396407231,1.0
caterpillar,0.24436175039605884,0.1400902551702933,0.5124350266980021,0.3053929363545975,0.058730383757643126,0.34783590559950084,0.7626163048978282,0.5611362423853988,0.007548415611268311,1.0
caterpillar,0.2112783585313509,0.0997492160537018,0.5233612443130309,0.274393325763194,0.07038984893683523,0.35332338577966116,0.7652215281450546,0.6926731418664551,0.007593362652450998,1.0
caterpillar,0.20941756066148864,0.10697008158095214,0.48742424633542825,0.23480607264046363,0.08126090102408001,0.4157351190336941,0.7749427948667775,0.735161194024141,0.008416082750577534,1.0
chevron,0.12839633142534895,0.10667434684737526,0.2836794304902037,0.30247361848452203,0.005685530685640783,0.18047975881969827,0.7234576258422915,0.1303262788791226,0.034430747789431365,1.0
chevron,0.1417248031862715,0.12164426961340358,0.2523558519875152,0.2518615306201817,0.07170479787945222,0.28755822848403134,0.7372805064314493,0.34559063002958457,0.0474425268396269,1.0
chevron,0.1755352724916543,0.16081320948964214,0.21402085057297696,0.19272293756284403,0.20701472619624367,0.3752918969314856,0.7471716979967148,0.5715893619197284,0.05947018501651218,0.0
chevron,0.1442190863149268,0.12204907437816939,0.21695409921017053,0.20518231462743605,0.15199776869440623,0.3074902995306713,0.7391083929808213,0.42752502226969646,0.047024110588245835,1.0
coca-cola-co,0.151024715835815,0.13703229972420744,0.5996041098753778,0.5400984344954,0.03571922097993986,0.31605721402545256,0.7600361554755846,0.11865327326979949,0.02101453839192066,1.0
coca-cola-co,0.12114294716519618,0.113498206375966,0.5795548818322359,0.47553541730595617,0.03619242575070904,0.3340120258182667,0.7626682356121455,0.1452100202298717,0.023538568570460702,1.0
coca-cola-co,0.12358370478837098,0.10859538438917068,0.5643139797194933,0.45922333985560904,0.05191356274385413,0.33317133132029747,0.7605357142768389,0.19065537719084055,0.021120221707044237,0.0
coca-cola-co,0.12179257080465943,0.1113248162206665,0.5614044712624313,0.4273887548006575,0.039679176551335335,0.3414065397258148,0.7623227236561869,0.19462347564121205,0.021500662283973918,1.0
deere---co,0.20481822792910764,0.14884692087181572,0.7008151170715905,0.48018773004266024,0.054028910087186716,0.3157570992008851,0.7463650550615262,0.7629711676118154,0.01476911056487598,1.0
deere---co,0.17984586125669388,0.12060495940582067,0.5928383981429063,0.3307041728051924,0.07931539331568427,0.40405190413153247,0.756358624137444,0.803132198639561,0.013484318195708948,1.0
deere---co,0.16630383741970844,0.09762284613946265,0.5237665587049626,0.23265156459796596,0.10512927279415545,0.4289583223227158,0.7587695651175027,0.9301609519780694,0.01286336666689292,0.0
deere---co,0.172545721038463,0.11632262959956871,0.4678200895747274,0.1808602830753925,0.35836288591037435,0.4922122028703614,0.7690364888831532,0.9882876902544091,0.015597508910208785,1.0
delta-air-lines-new,0.11520625536432395,0.12880222055580662,0.826587249490373,0.7105649178836105,0.0,0.0,0.0,0.0,0.048550746538026095,1.0
delta-air-lines-new,0.06227721616986921,0.06978859844309154,0.7935993934118014,0.6089531369262712,0.015808611401888946,0.21318062562472137,0.7337072134219772,0.14769574257211512,0.05660987699095027,0.0
delta-air-lines-new,0.021091039241124987,0.024296714096151813,0.7554385990747019,0.5008337247268592,0.027790598682007443,0.23059547767751898,0.7452552968175506,0.3897351309224304,0.07384547630947312,1.0
delta-air-lines-new,0.0031217646403643995,0.005538872757366663,0.694496372565764,0.4405301971763953,0.03719205352877813,0.2843515893500499,0.7646025355605359,0.46434240445879593,0.0918395577960923,1.0
disney,0.1519981137625916,0.15249989398931799,0.354777823669404,0.33290640757404577,0.025002997466819363,0.19127421095984107,0.7245626753565196,0.07333255909964578,0.03621109633367618,0.0
disney,0.11365941181359514,0.11542227391866239,0.3361633245912137,0.29370310854510107,0.024917968417086208,0.2203727173945439,0.7289855180960113,0.07897072239152533,0.039885220350931054,0.0
disney,0.10057912540322052,0.09905003617321942,0.3053894247120529,0.273162342935953,0.02986887369378158,0.22721632019650562,0.7298413295119104,0.1423013714860247,0.04734924672610192,1.0
disney,0.10874531508486714,0.1019711998273633,0.28753945469508213,0.24666896736335095,0.03060342748695656,0.2223754637213853,0.7291123549809101,0.16438338878693462,0.03722293601298365,1.0
ford-motor-co,0.12650282139869873,0.10930515205967772,0.6480663163163992,0.36868942830390794,0.013986681040729764,0.19588357897149022,0.7234794122739435,0.6720022331186376,0.02445616875528455,1.0
ford-motor-co,0.16879873744132062,0.1479032528364807,0.5151718697582693,0.29355139297126975,0.028292553334513228,0.3699176475696461,0.760428920680092,0.6532798266654458,0.023492922007830614,0.0
ford-motor-co,0.16170175628342465,0.13597029499124397,0.5454271337426211,0.2955024479636804,0.0342220627396677,0.1904767414294525,0.7231015317743329,0.7999093811034066,0.023337211808304274,1.0
ford-motor-co,0.13382920309927243,0.10510093659951716,0.570959898996856,0.30010090959112523,0.029135433078957385,0.24639440909919313,0.7363636883098896,0.8682609339427907,0.023403430270127316,0.0
google-inc,0.42948140721746664,0.47834970045553193,0.13803126943480967,0.07178802704823004,0.7222884471736795,0.3612025159483051,0.7435173749615094,0.2812779637002535,0.5212350654366423,1.0
google-inc,0.4074087566549561,0.453264854548202,0.13382356447727142,0.06657720928507278,0.5431377070273066,0.4650020558670519,0.7544348859161465,0.40439396675026473,0.45778363134211575,0.0
google-inc,0.3198266775347115,0.36063303310676276,0.1329596350112954,0.05471786056488351,0.5020561113649645,0.4074974338671898,0.7483079449812959,0.4526311350583252,0.0,1.0
google-inc,0.2750247310322996,0.31162578609062425,0.12992071780443668,0.03795660062509251,0.6493902258630835,0.4307716579115745,0.7506747962399983,0.4438495394396553,0.0,1.0
intel-corp,0.1438999483164447,0.10890743997990937,0.3633422132066695,0.2927442819526065,0.10705499053052399,0.3929134790341633,0.7504478475504199,0.2777618553086785,0.019209600680490612,1.0
intel-corp,0.28071527741078217,0.24951482689281784,0.2704940702100477,0.21803655125343216,0.10482235515738024,0.3514880948062542,0.7459791699792473,0.19542452133921737,0.015245417222352972,0.0
intel-corp,0.1908114152403388,0.14788754099277773,0.26972916977597694,0.2036185466134273,0.03788604621322607,0.2618360001201988,0.7342078070137028,0.09173431638546994,0.009912602474202321,1.0
intel-corp,0.18679566286592375,0.1460402024652419,0.2627623534802359,0.22719490116734034,0.02303866341021758,0.21918291527552744,0.7286021020375663,0.038464512958503116,0.010131724860091632,0.0
mcdonalds,0.10203912239012204,0.12096332204070495,1.0,0.9874458918018765,0.033838141913209004,0.3174433104766799,0.6727656968619599,0.1075221308489179,0.7814381558179454,1.0
mcdonalds,0.2243295583048655,0.2537635167768966,0.9354814656780042,0.9667737776993821,0.03943052825155187,0.3783077455836553,0.579507762290102,0.16336510199830953,0.8683194889134587,1.0
mcdonalds,0.1683645481639089,0.19257224635438494,0.9697478797624295,1.0,0.039478737865579386,0.35693763555215346,0.6345412099788159,0.18733832557095173,0.9268387433543942,1.0
mcdonalds,0.12650840461140295,0.14782342309374522,0.933921162645869,0.9171611958893803,0.03957769824667558,0.391327601438227,0.5651563637920005,0.18264665560540985,1.0,1.0
microsoft-corp,0.34176063386881617,0.3800619391692568,0.44779394618496904,0.31603036763354553,0.06674780191385443,0.3866178695255451,0.7609329762331721,0.19997329752159201,0.15689541933711756,1.0
microsoft-corp,0.27238330996409127,0.3035585230178784,0.41437051502236955,0.2569690936304948,0.088759802497536,0.43098588037068536,0.7660873082992881,0.22437844926276593,0.1325650963962719,0.0
microsoft-corp,0.225356079155633,0.2504412884757484,0.38266094909080983,0.23059049837294457,0.11344093911936673,0.4501383496185458,0.7665585979970088,0.25797701100984194,0.11015167652237222,1.0
microsoft-corp,0.22289798863346594,0.25042591326802494,0.3376831938002407,0.19389538199303522,0.12198683233906583,0.42138196900930136,0.7588242536583393,0.2334802009057935,0.176221777673178,1.0
nike,0.3362910433050127,0.2237709755991062,0.5861495764099834,0.42860126918000174,0.06718388927097044,0.3066827491670799,0.7556105222851327,0.8059160317761191,0.01055488863792468,1.0
nike,0.3739092621490686,0.2964077412187688,0.503229626920691,0.35445782753253685,0.07592658653756484,0.3924206839319943,0.7676235913161125,0.7947408239805642,0.013509040352995397,0.0
nike,0.35984503961456166,0.267749945260101,0.4617156730490787,0.3034054663257798,0.07108431383371956,0.3902364542136598,0.7628566029938669,0.7764684827069698,0.01153282398708876,0.0
nike,0.37471762831401595,0.26161635672749856,0.4676854996523989,0.3290381000129434,0.06648749808595188,0.3722277330464213,0.7598287717448459,0.9503122505398005,0.01259475665974018,0.0
nvidia-corp,0.5924586365197912,0.5778371089598261,0.24977434119627276,0.2245415678259771,0.0787531974907267,0.3908630826212063,0.7503169011052034,0.2880999170876054,0.018984665850547828,0.0
nvidia-corp,1.0,0.9999999999999999,0.23394957848201262,0.24750923771720176,0.11761075818645766,0.47598943983562203,0.7602261563387221,0.31332360180838803,0.02147872059618258,1.0
nvidia-corp,0.500942776218714,0.42185527206726114,0.300861039055366,0.2518907310303101,0.0686957666044796,0.33705159707780524,0.7450206593341975,0.35202161643737573,0.010869703893172102,1.0
pfizer,0.15651430296919466,0.12810729125676087,0.4285639614762322,0.3696874928226763,0.035267578680385235,0.28048253594244404,0.7402234946442767,0.027523649271451317,0.01079664825541074,1.0
pfizer,0.16393643743585945,0.15313858374633343,0.4128995587457909,0.2863357759477927,0.06780368951188899,0.35529180974365504,0.7527905575368781,0.17745880812538758,0.01865451949097274,0.0
pfizer,0.1349031532828544,0.12123482179056633,0.35215682005126847,0.2478187718033373,0.0937636771271941,0.4013101497597503,0.7566901275525304,0.23234884567628064,0.0234199737952581,0.0
pfizer,0.08558227561183958,0.06727529704103913,0.44618737188647706,0.3437422829787766,0.026300571324520364,0.21983600212635795,0.7293573715468015,0.021486840672934604,0.012151146654502747,0.0
procter-gamble,0.07635570810485247,0.06527339202036386,0.45212580887308873,0.2867248411182971,0.09939677541135905,0.3393095936129714,0.7522899699213104,0.2953898734084357,0.02682783041583576,1.0
procter-gamble,0.05219328507950376,0.036430422534781494,0.449415185524204,0.2794886719296956,0.10443226198547283,0.3538301523225311,0.7548660754301831,0.33769480406583985,0.026448817136380278,0.0
procter-gamble,0.04544382407973467,0.02404520993955881,0.4405307271249703,0.26609031203366396,0.11638982507030714,0.3609414239441564,0.7555899733645105,0.37659504319077386,0.024076025500409992,0.0
procter-gamble,0.04207810204825403,0.022364800843204115,0.45097002577195033,0.26260396359274774,0.07771800046428395,0.3554802226638052,0.7553124469719961,0.37200200934080097,0.024103486075143846,1.0
visa-inc,0.2445611823412867,0.278302799652786,0.39183691497118045,0.3219124909808456,0.0827022754912961,0.3712509649174225,0.7542481601259537,0.027424756499705355,0.0,1.0
visa-inc,0.22049130835505099,0.25197362531596834,0.38575379402483156,0.3052118099268426,0.09061421274220256,0.3884968439315276,0.7567191478178127,0.044970878172086115,0.0,0.0
visa-inc,0.1718415979923723,0.19875744702159376,0.42380460657916796,0.28829418469676193,0.10388711796672512,0.4205213083223891,0.76508231193765,0.08882441617752881,0.0,1.0
visa-inc,0.17235977740063935,0.19932426494452155,0.4117198146956582,0.26484596583721143,0.09805779934083848,0.4398293344739987,0.7673868899627223,0.10400595120278852,0.0,1.0
